"Date","Year","Month","Production","Animal","Commercial.or.Federally.Inspected","Type.of.Meat"
"Jan-1966",1966,1,"","Pork","Federally Inspected","Red Meat"
"Dec-1965",1965,12,"","Pork","Federally Inspected","Red Meat"
"Nov-1965",1965,11,"","Pork","Federally Inspected","Red Meat"
"Oct-1965",1965,10,"","Pork","Federally Inspected","Red Meat"
"Sep-1965",1965,9,"","Pork","Federally Inspected","Red Meat"
"Aug-1965",1965,8,"","Pork","Federally Inspected","Red Meat"
"Jul-1965",1965,7,"","Pork","Federally Inspected","Red Meat"
"Jun-1965",1965,6,"","Pork","Federally Inspected","Red Meat"
"May-1965",1965,5,"","Pork","Federally Inspected","Red Meat"
"Apr-1965",1965,4,"","Pork","Federally Inspected","Red Meat"
"Mar-1965",1965,3,"","Pork","Federally Inspected","Red Meat"
"Feb-1965",1965,2,"","Pork","Federally Inspected","Red Meat"
"Jan-1965",1965,1,"","Pork","Federally Inspected","Red Meat"
"Dec-1964",1964,12,"","Pork","Federally Inspected","Red Meat"
"Nov-1964",1964,11,"","Pork","Federally Inspected","Red Meat"
"Oct-1964",1964,10,"","Pork","Federally Inspected","Red Meat"
"Sep-1964",1964,9,"","Pork","Federally Inspected","Red Meat"
"Aug-1964",1964,8,"","Pork","Federally Inspected","Red Meat"
"Jul-1964",1964,7,"","Pork","Federally Inspected","Red Meat"
"Jun-1964",1964,6,"","Pork","Federally Inspected","Red Meat"
"May-1964",1964,5,"","Pork","Federally Inspected","Red Meat"
"Apr-1964",1964,4,"","Pork","Federally Inspected","Red Meat"
"Mar-1964",1964,3,"","Pork","Federally Inspected","Red Meat"
"Feb-1964",1964,2,"","Pork","Federally Inspected","Red Meat"
"Jan-1964",1964,1,"","Pork","Federally Inspected","Red Meat"
"Dec-1963",1963,12,"","Pork","Federally Inspected","Red Meat"
"Nov-1963",1963,11,"","Pork","Federally Inspected","Red Meat"
"Oct-1963",1963,10,"","Pork","Federally Inspected","Red Meat"
"Sep-1963",1963,9,"","Pork","Federally Inspected","Red Meat"
"Aug-1963",1963,8,"","Pork","Federally Inspected","Red Meat"
"Jul-1963",1963,7,"","Pork","Federally Inspected","Red Meat"
"Jun-1963",1963,6,"","Pork","Federally Inspected","Red Meat"
"May-1963",1963,5,"","Pork","Federally Inspected","Red Meat"
"Apr-1963",1963,4,"","Pork","Federally Inspected","Red Meat"
"Mar-1963",1963,3,"","Pork","Federally Inspected","Red Meat"
"Feb-1963",1963,2,"","Pork","Federally Inspected","Red Meat"
"Jan-1963",1963,1,"","Pork","Federally Inspected","Red Meat"
"Dec-1962",1962,12,"","Pork","Federally Inspected","Red Meat"
"Nov-1962",1962,11,"","Pork","Federally Inspected","Red Meat"
"Oct-1962",1962,10,"","Pork","Federally Inspected","Red Meat"
"Sep-1962",1962,9,"","Pork","Federally Inspected","Red Meat"
"Aug-1962",1962,8,"","Pork","Federally Inspected","Red Meat"
"Jul-1962",1962,7,"","Pork","Federally Inspected","Red Meat"
"Jun-1962",1962,6,"","Pork","Federally Inspected","Red Meat"
"May-1962",1962,5,"","Pork","Federally Inspected","Red Meat"
"Apr-1962",1962,4,"","Pork","Federally Inspected","Red Meat"
"Mar-1962",1962,3,"","Pork","Federally Inspected","Red Meat"
"Feb-1962",1962,2,"","Pork","Federally Inspected","Red Meat"
"Jan-1962",1962,1,"","Pork","Federally Inspected","Red Meat"
"Dec-1961",1961,12,"","Pork","Federally Inspected","Red Meat"
"Nov-1961",1961,11,"","Pork","Federally Inspected","Red Meat"
"Oct-1961",1961,10,"","Pork","Federally Inspected","Red Meat"
"Sep-1961",1961,9,"","Pork","Federally Inspected","Red Meat"
"Aug-1961",1961,8,"","Pork","Federally Inspected","Red Meat"
"Jul-1961",1961,7,"","Pork","Federally Inspected","Red Meat"
"Jun-1961",1961,6,"","Pork","Federally Inspected","Red Meat"
"May-1961",1961,5,"","Pork","Federally Inspected","Red Meat"
"Apr-1961",1961,4,"","Pork","Federally Inspected","Red Meat"
"Mar-1961",1961,3,"","Pork","Federally Inspected","Red Meat"
"Feb-1961",1961,2,"","Pork","Federally Inspected","Red Meat"
"Jan-1961",1961,1,"","Pork","Federally Inspected","Red Meat"
"Dec-1960",1960,12,"","Pork","Federally Inspected","Red Meat"
"Nov-1960",1960,11,"","Pork","Federally Inspected","Red Meat"
"Oct-1960",1960,10,"","Pork","Federally Inspected","Red Meat"
"Sep-1960",1960,9,"","Pork","Federally Inspected","Red Meat"
"Aug-1960",1960,8,"","Pork","Federally Inspected","Red Meat"
"Jul-1960",1960,7,"","Pork","Federally Inspected","Red Meat"
"Jun-1960",1960,6,"","Pork","Federally Inspected","Red Meat"
"May-1960",1960,5,"","Pork","Federally Inspected","Red Meat"
"Apr-1960",1960,4,"","Pork","Federally Inspected","Red Meat"
"Mar-1960",1960,3,"","Pork","Federally Inspected","Red Meat"
"Feb-1960",1960,2,"","Pork","Federally Inspected","Red Meat"
"Jan-1960",1960,1,"","Pork","Federally Inspected","Red Meat"
"Dec-1959",1959,12,"","Pork","Federally Inspected","Red Meat"
"Nov-1959",1959,11,"","Pork","Federally Inspected","Red Meat"
"Oct-1959",1959,10,"","Pork","Federally Inspected","Red Meat"
"Sep-1959",1959,9,"","Pork","Federally Inspected","Red Meat"
"Aug-1959",1959,8,"","Pork","Federally Inspected","Red Meat"
"Jul-1959",1959,7,"","Pork","Federally Inspected","Red Meat"
"Jun-1959",1959,6,"","Pork","Federally Inspected","Red Meat"
"May-1959",1959,5,"","Pork","Federally Inspected","Red Meat"
"Apr-1959",1959,4,"","Pork","Federally Inspected","Red Meat"
"Mar-1959",1959,3,"","Pork","Federally Inspected","Red Meat"
"Feb-1959",1959,2,"","Pork","Federally Inspected","Red Meat"
"Jan-1959",1959,1,"","Pork","Federally Inspected","Red Meat"
"Dec-1958",1958,12,"","Pork","Federally Inspected","Red Meat"
"Nov-1958",1958,11,"","Pork","Federally Inspected","Red Meat"
"Oct-1958",1958,10,"","Pork","Federally Inspected","Red Meat"
"Sep-1958",1958,9,"","Pork","Federally Inspected","Red Meat"
"Aug-1958",1958,8,"","Pork","Federally Inspected","Red Meat"
"Jul-1958",1958,7,"","Pork","Federally Inspected","Red Meat"
"Jun-1958",1958,6,"","Pork","Federally Inspected","Red Meat"
"May-1958",1958,5,"","Pork","Federally Inspected","Red Meat"
"Apr-1958",1958,4,"","Pork","Federally Inspected","Red Meat"
"Mar-1958",1958,3,"","Pork","Federally Inspected","Red Meat"
"Feb-1958",1958,2,"","Pork","Federally Inspected","Red Meat"
"Jan-1958",1958,1,"","Pork","Federally Inspected","Red Meat"
"Dec-1957",1957,12,"742","Pork","Federally Inspected","Red Meat"
"Nov-1957",1957,11,"730","Pork","Federally Inspected","Red Meat"
"Oct-1957",1957,10,"788","Pork","Federally Inspected","Red Meat"
"Sep-1957",1957,9,"640","Pork","Federally Inspected","Red Meat"
"Aug-1957",1957,8,"579","Pork","Federally Inspected","Red Meat"
"Jul-1957",1957,7,"578","Pork","Federally Inspected","Red Meat"
"Jun-1957",1957,6,"559","Pork","Federally Inspected","Red Meat"
"May-1957",1957,5,"657","Pork","Federally Inspected","Red Meat"
"Apr-1957",1957,4,"661","Pork","Federally Inspected","Red Meat"
"Mar-1957",1957,3,"703","Pork","Federally Inspected","Red Meat"
"Feb-1957",1957,2,"650","Pork","Federally Inspected","Red Meat"
"Jan-1957",1957,1,"754","Pork","Federally Inspected","Red Meat"
"Dec-1956",1956,12,"755","Pork","Federally Inspected","Red Meat"
"Nov-1956",1956,11,"862","Pork","Federally Inspected","Red Meat"
"Oct-1956",1956,10,"817","Pork","Federally Inspected","Red Meat"
"Sep-1956",1956,9,"638","Pork","Federally Inspected","Red Meat"
"Aug-1956",1956,8,"596","Pork","Federally Inspected","Red Meat"
"Jul-1956",1956,7,"577","Pork","Federally Inspected","Red Meat"
"Jun-1956",1956,6,"600","Pork","Federally Inspected","Red Meat"
"May-1956",1956,5,"651","Pork","Federally Inspected","Red Meat"
"Apr-1956",1956,4,"682","Pork","Federally Inspected","Red Meat"
"Mar-1956",1956,3,"804","Pork","Federally Inspected","Red Meat"
"Feb-1956",1956,2,"773","Pork","Federally Inspected","Red Meat"
"Jan-1956",1956,1,"883","Pork","Federally Inspected","Red Meat"
"Dec-1955",1955,12,"968","Pork","Federally Inspected","Red Meat"
"Nov-1955",1955,11,"908","Pork","Federally Inspected","Red Meat"
"Oct-1955",1955,10,"806","Pork","Federally Inspected","Red Meat"
"Sep-1955",1955,9,"679","Pork","Federally Inspected","Red Meat"
"Aug-1955",1955,8,"605","Pork","Federally Inspected","Red Meat"
"Jul-1955",1955,7,"495","Pork","Federally Inspected","Red Meat"
"Jun-1955",1955,6,"550","Pork","Federally Inspected","Red Meat"
"May-1955",1955,5,"587","Pork","Federally Inspected","Red Meat"
"Apr-1955",1955,4,"618","Pork","Federally Inspected","Red Meat"
"Mar-1955",1955,3,"750","Pork","Federally Inspected","Red Meat"
"Feb-1955",1955,2,"628","Pork","Federally Inspected","Red Meat"
"Jan-1955",1955,1,"772","Pork","Federally Inspected","Red Meat"
"Dec-1954",1954,12,"844","Pork","Federally Inspected","Red Meat"
"Nov-1954",1954,11,"799","Pork","Federally Inspected","Red Meat"
"Oct-1954",1954,10,"682","Pork","Federally Inspected","Red Meat"
"Sep-1954",1954,9,"622","Pork","Federally Inspected","Red Meat"
"Aug-1954",1954,8,"527","Pork","Federally Inspected","Red Meat"
"Jul-1954",1954,7,"491","Pork","Federally Inspected","Red Meat"
"Jun-1954",1954,6,"538","Pork","Federally Inspected","Red Meat"
"May-1954",1954,5,"505","Pork","Federally Inspected","Red Meat"
"Apr-1954",1954,4,"548","Pork","Federally Inspected","Red Meat"
"Mar-1954",1954,3,"628","Pork","Federally Inspected","Red Meat"
"Feb-1954",1954,2,"526","Pork","Federally Inspected","Red Meat"
"Jan-1954",1954,1,"659","Pork","Federally Inspected","Red Meat"
"Dec-1953",1953,12,"711","Pork","Federally Inspected","Red Meat"
"Nov-1953",1953,11,"744","Pork","Federally Inspected","Red Meat"
"Oct-1953",1953,10,"648","Pork","Federally Inspected","Red Meat"
"Sep-1953",1953,9,"532","Pork","Federally Inspected","Red Meat"
"Aug-1953",1953,8,"470","Pork","Federally Inspected","Red Meat"
"Jul-1953",1953,7,"489","Pork","Federally Inspected","Red Meat"
"Jun-1953",1953,6,"533","Pork","Federally Inspected","Red Meat"
"May-1953",1953,5,"502","Pork","Federally Inspected","Red Meat"
"Apr-1953",1953,4,"570","Pork","Federally Inspected","Red Meat"
"Mar-1953",1953,3,"650","Pork","Federally Inspected","Red Meat"
"Feb-1953",1953,2,"601","Pork","Federally Inspected","Red Meat"
"Jan-1953",1953,1,"842","Pork","Federally Inspected","Red Meat"
"Dec-1952",1952,12,"984","Pork","Federally Inspected","Red Meat"
"Nov-1952",1952,11,"766","Pork","Federally Inspected","Red Meat"
"Oct-1952",1952,10,"715","Pork","Federally Inspected","Red Meat"
"Sep-1952",1952,9,"571","Pork","Federally Inspected","Red Meat"
"Aug-1952",1952,8,"507","Pork","Federally Inspected","Red Meat"
"Jul-1952",1952,7,"526","Pork","Federally Inspected","Red Meat"
"Jun-1952",1952,6,"601","Pork","Federally Inspected","Red Meat"
"May-1952",1952,5,"594","Pork","Federally Inspected","Red Meat"
"Apr-1952",1952,4,"683","Pork","Federally Inspected","Red Meat"
"Mar-1952",1952,3,"760","Pork","Federally Inspected","Red Meat"
"Feb-1952",1952,2,"771","Pork","Federally Inspected","Red Meat"
"Jan-1952",1952,1,"932","Pork","Federally Inspected","Red Meat"
"Dec-1951",1951,12,"906","Pork","Federally Inspected","Red Meat"
"Nov-1951",1951,11,"851","Pork","Federally Inspected","Red Meat"
"Oct-1951",1951,10,"719","Pork","Federally Inspected","Red Meat"
"Sep-1951",1951,9,"579","Pork","Federally Inspected","Red Meat"
"Aug-1951",1951,8,"615","Pork","Federally Inspected","Red Meat"
"Jul-1951",1951,7,"577","Pork","Federally Inspected","Red Meat"
"Jun-1951",1951,6,"673","Pork","Federally Inspected","Red Meat"
"May-1951",1951,5,"665","Pork","Federally Inspected","Red Meat"
"Apr-1951",1951,4,"672","Pork","Federally Inspected","Red Meat"
"Mar-1951",1951,3,"684","Pork","Federally Inspected","Red Meat"
"Feb-1951",1951,2,"570","Pork","Federally Inspected","Red Meat"
"Jan-1951",1951,1,"896","Pork","Federally Inspected","Red Meat"
"Dec-1950",1950,12,"924","Pork","Federally Inspected","Red Meat"
"Nov-1950",1950,11,"821","Pork","Federally Inspected","Red Meat"
"Oct-1950",1950,10,"666","Pork","Federally Inspected","Red Meat"
"Sep-1950",1950,9,"547","Pork","Federally Inspected","Red Meat"
"Aug-1950",1950,8,"519","Pork","Federally Inspected","Red Meat"
"Jul-1950",1950,7,"515","Pork","Federally Inspected","Red Meat"
"Jun-1950",1950,6,"605","Pork","Federally Inspected","Red Meat"
"May-1950",1950,5,"593","Pork","Federally Inspected","Red Meat"
"Apr-1950",1950,4,"574","Pork","Federally Inspected","Red Meat"
"Mar-1950",1950,3,"661","Pork","Federally Inspected","Red Meat"
"Feb-1950",1950,2,"559","Pork","Federally Inspected","Red Meat"
"Jan-1950",1950,1,"804","Pork","Federally Inspected","Red Meat"
"Dec-1949",1949,12,"881","Pork","Federally Inspected","Red Meat"
"Nov-1949",1949,11,"801","Pork","Federally Inspected","Red Meat"
"Oct-1949",1949,10,"634","Pork","Federally Inspected","Red Meat"
"Sep-1949",1949,9,"518","Pork","Federally Inspected","Red Meat"
"Aug-1949",1949,8,"500","Pork","Federally Inspected","Red Meat"
"Jul-1949",1949,7,"495","Pork","Federally Inspected","Red Meat"
"Jun-1949",1949,6,"557","Pork","Federally Inspected","Red Meat"
"May-1949",1949,5,"518","Pork","Federally Inspected","Red Meat"
"Apr-1949",1949,4,"528","Pork","Federally Inspected","Red Meat"
"Mar-1949",1949,3,"594","Pork","Federally Inspected","Red Meat"
"Feb-1949",1949,2,"563","Pork","Federally Inspected","Red Meat"
"Jan-1949",1949,1,"762","Pork","Federally Inspected","Red Meat"
"Dec-1948",1948,12,"851","Pork","Federally Inspected","Red Meat"
"Nov-1948",1948,11,"752","Pork","Federally Inspected","Red Meat"
"Oct-1948",1948,10,"559","Pork","Federally Inspected","Red Meat"
"Sep-1948",1948,9,"397","Pork","Federally Inspected","Red Meat"
"Aug-1948",1948,8,"372","Pork","Federally Inspected","Red Meat"
"Jul-1948",1948,7,"478","Pork","Federally Inspected","Red Meat"
"Jun-1948",1948,6,"651","Pork","Federally Inspected","Red Meat"
"May-1948",1948,5,"515","Pork","Federally Inspected","Red Meat"
"Apr-1948",1948,4,"473","Pork","Federally Inspected","Red Meat"
"Mar-1948",1948,3,"506","Pork","Federally Inspected","Red Meat"
"Feb-1948",1948,2,"531","Pork","Federally Inspected","Red Meat"
"Jan-1948",1948,1,"746","Pork","Federally Inspected","Red Meat"
"Dec-1947",1947,12,"868","Pork","Federally Inspected","Red Meat"
"Nov-1947",1947,11,"759","Pork","Federally Inspected","Red Meat"
"Oct-1947",1947,10,"540","Pork","Federally Inspected","Red Meat"
"Sep-1947",1947,9,"418","Pork","Federally Inspected","Red Meat"
"Aug-1947",1947,8,"438","Pork","Federally Inspected","Red Meat"
"Jul-1947",1947,7,"551","Pork","Federally Inspected","Red Meat"
"Jun-1947",1947,6,"556","Pork","Federally Inspected","Red Meat"
"May-1947",1947,5,"561","Pork","Federally Inspected","Red Meat"
"Apr-1947",1947,4,"521","Pork","Federally Inspected","Red Meat"
"Mar-1947",1947,3,"485","Pork","Federally Inspected","Red Meat"
"Feb-1947",1947,2,"555","Pork","Federally Inspected","Red Meat"
"Jan-1947",1947,1,"827","Pork","Federally Inspected","Red Meat"
"Dec-1946",1946,12,"728","Pork","Federally Inspected","Red Meat"
"Nov-1946",1946,11,"758","Pork","Federally Inspected","Red Meat"
"Oct-1946",1946,10,"462","Pork","Federally Inspected","Red Meat"
"Sep-1946",1946,9,"71","Pork","Federally Inspected","Red Meat"
"Aug-1946",1946,8,"426","Pork","Federally Inspected","Red Meat"
"Jul-1946",1946,7,"668","Pork","Federally Inspected","Red Meat"
"Jun-1946",1946,6,"360","Pork","Federally Inspected","Red Meat"
"May-1946",1946,5,"606","Pork","Federally Inspected","Red Meat"
"Apr-1946",1946,4,"573","Pork","Federally Inspected","Red Meat"
"Mar-1946",1946,3,"534","Pork","Federally Inspected","Red Meat"
"Feb-1946",1946,2,"709","Pork","Federally Inspected","Red Meat"
"Jan-1946",1946,1,"747","Pork","Federally Inspected","Red Meat"
"Dec-1945",1945,12,"810","Pork","Federally Inspected","Red Meat"
"Nov-1945",1945,11,"680","Pork","Federally Inspected","Red Meat"
"Oct-1945",1945,10,"391","Pork","Federally Inspected","Red Meat"
"Sep-1945",1945,9,"332","Pork","Federally Inspected","Red Meat"
"Aug-1945",1945,8,"388","Pork","Federally Inspected","Red Meat"
"Jul-1945",1945,7,"475","Pork","Federally Inspected","Red Meat"
"Jun-1945",1945,6,"545","Pork","Federally Inspected","Red Meat"
"May-1945",1945,5,"529","Pork","Federally Inspected","Red Meat"
"Apr-1945",1945,4,"472","Pork","Federally Inspected","Red Meat"
"Mar-1945",1945,3,"524","Pork","Federally Inspected","Red Meat"
"Feb-1945",1945,2,"480","Pork","Federally Inspected","Red Meat"
"Jan-1945",1945,1,"761","Pork","Federally Inspected","Red Meat"
"Dec-1944",1944,12,"785","Pork","Federally Inspected","Red Meat"
"Nov-1944",1944,11,"729","Pork","Federally Inspected","Red Meat"
"Oct-1944",1944,10,"587","Pork","Federally Inspected","Red Meat"
"Sep-1944",1944,9,"503","Pork","Federally Inspected","Red Meat"
"Aug-1944",1944,8,"582","Pork","Federally Inspected","Red Meat"
"Jul-1944",1944,7,"649","Pork","Federally Inspected","Red Meat"
"Jun-1944",1944,6,"811","Pork","Federally Inspected","Red Meat"
"May-1944",1944,5,"872","Pork","Federally Inspected","Red Meat"
"Apr-1944",1944,4,"837","Pork","Federally Inspected","Red Meat"
"Mar-1944",1944,3,"971","Pork","Federally Inspected","Red Meat"
"Feb-1944",1944,2,"1,018.00","Pork","Federally Inspected","Red Meat"
"Jan-1944",1944,1,"1,112.00","Pork","Federally Inspected","Red Meat"
"Dec-1943",1943,12,"1,034.00","Pork","Federally Inspected","Red Meat"
"Nov-1943",1943,11,"954","Pork","Federally Inspected","Red Meat"
"Oct-1943",1943,10,"687","Pork","Federally Inspected","Red Meat"
"Sep-1943",1943,9,"647","Pork","Federally Inspected","Red Meat"
"Aug-1943",1943,8,"703","Pork","Federally Inspected","Red Meat"
"Jul-1943",1943,7,"852","Pork","Federally Inspected","Red Meat"
"Jun-1943",1943,6,"854","Pork","Federally Inspected","Red Meat"
"May-1943",1943,5,"771","Pork","Federally Inspected","Red Meat"
"Apr-1943",1943,4,"671","Pork","Federally Inspected","Red Meat"
"Mar-1943",1943,3,"704","Pork","Federally Inspected","Red Meat"
"Feb-1943",1943,2,"638","Pork","Federally Inspected","Red Meat"
"Jan-1943",1943,1,"793","Pork","Federally Inspected","Red Meat"
"Dec-1942",1942,12,"952","Pork","Federally Inspected","Red Meat"
"Nov-1942",1942,11,"722","Pork","Federally Inspected","Red Meat"
"Oct-1942",1942,10,"591","Pork","Federally Inspected","Red Meat"
"Sep-1942",1942,9,"558","Pork","Federally Inspected","Red Meat"
"Aug-1942",1942,8,"496","Pork","Federally Inspected","Red Meat"
"Jul-1942",1942,7,"583","Pork","Federally Inspected","Red Meat"
"Jun-1942",1942,6,"655","Pork","Federally Inspected","Red Meat"
"May-1942",1942,5,"597","Pork","Federally Inspected","Red Meat"
"Apr-1942",1942,4,"568","Pork","Federally Inspected","Red Meat"
"Mar-1942",1942,3,"544","Pork","Federally Inspected","Red Meat"
"Feb-1942",1942,2,"520","Pork","Federally Inspected","Red Meat"
"Jan-1942",1942,1,"776","Pork","Federally Inspected","Red Meat"
"Dec-1941",1941,12,"782","Pork","Federally Inspected","Red Meat"
"Nov-1941",1941,11,"607","Pork","Federally Inspected","Red Meat"
"Oct-1941",1941,10,"550","Pork","Federally Inspected","Red Meat"
"Sep-1941",1941,9,"408","Pork","Federally Inspected","Red Meat"
"Aug-1941",1941,8,"415","Pork","Federally Inspected","Red Meat"
"Jul-1941",1941,7,"447","Pork","Federally Inspected","Red Meat"
"Jun-1941",1941,6,"465","Pork","Federally Inspected","Red Meat"
"May-1941",1941,5,"532","Pork","Federally Inspected","Red Meat"
"Apr-1941",1941,4,"508","Pork","Federally Inspected","Red Meat"
"Mar-1941",1941,3,"527","Pork","Federally Inspected","Red Meat"
"Feb-1941",1941,2,"506","Pork","Federally Inspected","Red Meat"
"Jan-1941",1941,1,"598","Pork","Federally Inspected","Red Meat"
"Dec-1940",1940,12,"772","Pork","Federally Inspected","Red Meat"
"Nov-1940",1940,11,"699","Pork","Federally Inspected","Red Meat"
"Oct-1940",1940,10,"589","Pork","Federally Inspected","Red Meat"
"Sep-1940",1940,9,"424","Pork","Federally Inspected","Red Meat"
"Aug-1940",1940,8,"417","Pork","Federally Inspected","Red Meat"
"Jul-1940",1940,7,"453","Pork","Federally Inspected","Red Meat"
"Jun-1940",1940,6,"528","Pork","Federally Inspected","Red Meat"
"May-1940",1940,5,"509","Pork","Federally Inspected","Red Meat"
"Apr-1940",1940,4,"467","Pork","Federally Inspected","Red Meat"
"Mar-1940",1940,3,"512","Pork","Federally Inspected","Red Meat"
"Feb-1940",1940,2,"549","Pork","Federally Inspected","Red Meat"
"Jan-1940",1940,1,"695","Pork","Federally Inspected","Red Meat"
"Dec-1939",1939,12,"671","Pork","Federally Inspected","Red Meat"
"Nov-1939",1939,11,"577","Pork","Federally Inspected","Red Meat"
"Oct-1939",1939,10,"464","Pork","Federally Inspected","Red Meat"
"Sep-1939",1939,9,"389","Pork","Federally Inspected","Red Meat"
"Aug-1939",1939,8,"386","Pork","Federally Inspected","Red Meat"
"Jul-1939",1939,7,"406","Pork","Federally Inspected","Red Meat"
"Jun-1939",1939,6,"444","Pork","Federally Inspected","Red Meat"
"May-1939",1939,5,"461","Pork","Federally Inspected","Red Meat"
"Apr-1939",1939,4,"396","Pork","Federally Inspected","Red Meat"
"Mar-1939",1939,3,"432","Pork","Federally Inspected","Red Meat"
"Feb-1939",1939,2,"383","Pork","Federally Inspected","Red Meat"
"Jan-1939",1939,1,"543","Pork","Federally Inspected","Red Meat"
"Dec-1938",1938,12,"585","Pork","Federally Inspected","Red Meat"
"Nov-1938",1938,11,"511","Pork","Federally Inspected","Red Meat"
"Oct-1938",1938,10,"412","Pork","Federally Inspected","Red Meat"
"Sep-1938",1938,9,"343","Pork","Federally Inspected","Red Meat"
"Aug-1938",1938,8,"348","Pork","Federally Inspected","Red Meat"
"Jul-1938",1938,7,"340","Pork","Federally Inspected","Red Meat"
"Jun-1938",1938,6,"369","Pork","Federally Inspected","Red Meat"
"May-1938",1938,5,"350","Pork","Federally Inspected","Red Meat"
"Apr-1938",1938,4,"326","Pork","Federally Inspected","Red Meat"
"Mar-1938",1938,3,"346","Pork","Federally Inspected","Red Meat"
"Feb-1938",1938,2,"375","Pork","Federally Inspected","Red Meat"
"Jan-1938",1938,1,"578","Pork","Federally Inspected","Red Meat"
"Dec-1937",1937,12,"535","Pork","Federally Inspected","Red Meat"
"Nov-1937",1937,11,"443","Pork","Federally Inspected","Red Meat"
"Oct-1937",1937,10,"373","Pork","Federally Inspected","Red Meat"
"Sep-1937",1937,9,"284","Pork","Federally Inspected","Red Meat"
"Aug-1937",1937,8,"225","Pork","Federally Inspected","Red Meat"
"Jul-1937",1937,7,"239","Pork","Federally Inspected","Red Meat"
"Jun-1937",1937,6,"296","Pork","Federally Inspected","Red Meat"
"May-1937",1937,5,"274","Pork","Federally Inspected","Red Meat"
"Apr-1937",1937,4,"368","Pork","Federally Inspected","Red Meat"
"Mar-1937",1937,3,"397","Pork","Federally Inspected","Red Meat"
"Feb-1937",1937,2,"369","Pork","Federally Inspected","Red Meat"
"Jan-1937",1937,1,"451","Pork","Federally Inspected","Red Meat"
"Dec-1936",1936,12,"588","Pork","Federally Inspected","Red Meat"
"Nov-1936",1936,11,"527","Pork","Federally Inspected","Red Meat"
"Oct-1936",1936,10,"436","Pork","Federally Inspected","Red Meat"
"Sep-1936",1936,9,"314","Pork","Federally Inspected","Red Meat"
"Aug-1936",1936,8,"315","Pork","Federally Inspected","Red Meat"
"Jul-1936",1936,7,"384","Pork","Federally Inspected","Red Meat"
"Jun-1936",1936,6,"379","Pork","Federally Inspected","Red Meat"
"May-1936",1936,5,"339","Pork","Federally Inspected","Red Meat"
"Apr-1936",1936,4,"343","Pork","Federally Inspected","Red Meat"
"Mar-1936",1936,3,"350","Pork","Federally Inspected","Red Meat"
"Feb-1936",1936,2,"299","Pork","Federally Inspected","Red Meat"
"Jan-1936",1936,1,"463","Pork","Federally Inspected","Red Meat"
"Dec-1935",1935,12,"393","Pork","Federally Inspected","Red Meat"
"Nov-1935",1935,11,"330","Pork","Federally Inspected","Red Meat"
"Oct-1935",1935,10,"297","Pork","Federally Inspected","Red Meat"
"Sep-1935",1935,9,"203","Pork","Federally Inspected","Red Meat"
"Aug-1935",1935,8,"233","Pork","Federally Inspected","Red Meat"
"Jul-1935",1935,7,"252","Pork","Federally Inspected","Red Meat"
"Jun-1935",1935,6,"254","Pork","Federally Inspected","Red Meat"
"May-1935",1935,5,"293","Pork","Federally Inspected","Red Meat"
"Apr-1935",1935,4,"284","Pork","Federally Inspected","Red Meat"
"Mar-1935",1935,3,"275","Pork","Federally Inspected","Red Meat"
"Feb-1935",1935,2,"302","Pork","Federally Inspected","Red Meat"
"Jan-1935",1935,1,"377","Pork","Federally Inspected","Red Meat"
"Dec-1934",1934,12,"491","Pork","Federally Inspected","Red Meat"
"Nov-1934",1934,11,"521","Pork","Federally Inspected","Red Meat"
"Oct-1934",1934,10,"440","Pork","Federally Inspected","Red Meat"
"Sep-1934",1934,9,"332","Pork","Federally Inspected","Red Meat"
"Aug-1934",1934,8,"345","Pork","Federally Inspected","Red Meat"
"Jul-1934",1934,7,"428","Pork","Federally Inspected","Red Meat"
"Jun-1934",1934,6,"463","Pork","Federally Inspected","Red Meat"
"May-1934",1934,5,"512","Pork","Federally Inspected","Red Meat"
"Apr-1934",1934,4,"418","Pork","Federally Inspected","Red Meat"
"Mar-1934",1934,3,"373","Pork","Federally Inspected","Red Meat"
"Feb-1934",1934,2,"415","Pork","Federally Inspected","Red Meat"
"Jan-1934",1934,1,"658","Pork","Federally Inspected","Red Meat"
"Dec-1933",1933,12,"546","Pork","Federally Inspected","Red Meat"
"Nov-1933",1933,11,"557","Pork","Federally Inspected","Red Meat"
"Oct-1933",1933,10,"384","Pork","Federally Inspected","Red Meat"
"Sep-1933",1933,9,"392","Pork","Federally Inspected","Red Meat"
"Aug-1933",1933,8,"455","Pork","Federally Inspected","Red Meat"
"Jul-1933",1933,7,"505","Pork","Federally Inspected","Red Meat"
"Jun-1933",1933,6,"589","Pork","Federally Inspected","Red Meat"
"May-1933",1933,5,"537","Pork","Federally Inspected","Red Meat"
"Apr-1933",1933,4,"487","Pork","Federally Inspected","Red Meat"
"Mar-1933",1933,3,"450","Pork","Federally Inspected","Red Meat"
"Feb-1933",1933,2,"449","Pork","Federally Inspected","Red Meat"
"Jan-1933",1933,1,"580","Pork","Federally Inspected","Red Meat"
"Dec-1932",1932,12,"566","Pork","Federally Inspected","Red Meat"
"Nov-1932",1932,11,"468","Pork","Federally Inspected","Red Meat"
"Oct-1932",1932,10,"454","Pork","Federally Inspected","Red Meat"
"Sep-1932",1932,9,"427","Pork","Federally Inspected","Red Meat"
"Aug-1932",1932,8,"396","Pork","Federally Inspected","Red Meat"
"Jul-1932",1932,7,"368","Pork","Federally Inspected","Red Meat"
